f0:ec:af:cf:6c:e1,c2:b6:6e:70:fa:f7,d9:5f:f5:4f:10:89,c4:52:32:5c:31:e7,e9:3c:4a:34:13:fb,ed:61:e4:e8:22:30,ea:01:26:75:a4:c3,d0:4e:10:2e:cb:84,e4:e0:0a:ae:fd:e2,fa:35:76:56:6f:e3,d5:b7:dc:69:ca:ae,ca:81:7a:d7:55:49,e7:2b:ea:2f:95:c5,d4:32:fc:b5:f0:b5,True_ID,Predicted_ID
-91.0,-200.0,-200.0,-90.0,-200.0,-200.0,-88.0,-92.0,-200.0,-200.0,-200.0,-70.0,-200.0,-200.0,22,11
-87.0,-200.0,-92.0,-200.0,-200.0,-92.0,-200.0,-200.0,-200.0,-200.0,-200.0,-90.0,-200.0,-80.0,7,7
-93.0,-200.0,-88.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-88.0,-200.0,-200.0,-200.0,4,4
-90.0,-200.0,-56.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-92.0,-95.0,-200.0,-200.0,-200.0,3,3
-200.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-89.0,-90.0,-200.0,-200.0,-200.0,4,4
-72.0,-200.0,-200.0,-93.0,-87.0,-79.0,-200.0,-76.0,-200.0,-200.0,-200.0,-85.0,-200.0,-200.0,10,10
-83.0,-200.0,-200.0,-200.0,-88.0,-74.0,-98.0,-81.0,-90.0,-200.0,-200.0,-91.0,-200.0,-96.0,16,16
-200.0,-200.0,-200.0,-84.0,-200.0,-200.0,-200.0,-62.0,-83.0,-200.0,-200.0,-96.0,-200.0,-200.0,9,9
-200.0,-200.0,-200.0,-80.0,-200.0,-200.0,-90.0,-75.0,-89.0,-200.0,-200.0,-88.0,-200.0,-200.0,9,9
-200.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-86.0,-200.0,-200.0,-200.0,4,4
-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,19,19
-200.0,-200.0,-200.0,-73.0,-200.0,-200.0,-63.0,-81.0,-200.0,-200.0,-200.0,-76.0,-200.0,-200.0,8,8
-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-74.0,19,19
-200.0,-200.0,-76.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,3,2
-82.0,-200.0,-200.0,-200.0,-90.0,-80.0,-93.0,-82.0,-86.0,-200.0,-200.0,-90.0,-200.0,-93.0,16,16
-200.0,-200.0,-200.0,-81.0,-200.0,-200.0,-68.0,-72.0,-200.0,-200.0,-200.0,-82.0,-200.0,-200.0,8,8
-200.0,-200.0,-82.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,3,2
-200.0,-80.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-87.0,-200.0,-200.0,-90.0,-200.0,-96.0,-91.0,-77.0,-84.0,-200.0,-200.0,-68.0,-200.0,-200.0,23,23
-80.0,-200.0,-200.0,-93.0,-85.0,-76.0,-95.0,-70.0,-89.0,-200.0,-200.0,-86.0,-96.0,-91.0,16,16
-200.0,-200.0,-200.0,-88.0,-200.0,-200.0,-78.0,-84.0,-93.0,-200.0,-200.0,-88.0,-200.0,-200.0,22,8
-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-96.0,-79.0,19,19
-91.0,-200.0,-85.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-200.0,-200.0,-200.0,-200.0,4,4
-200.0,-200.0,-200.0,-200.0,-200.0,-57.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-80.0,-200.0,21,21
-82.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-82.0,-88.0,-200.0,-200.0,-200.0,1,1
-80.0,-83.0,-94.0,-200.0,-200.0,-90.0,-200.0,-200.0,-200.0,-200.0,-200.0,-90.0,-200.0,-89.0,7,7
-200.0,-200.0,-200.0,-200.0,-200.0,-59.0,-200.0,-200.0,-200.0,-200.0,-200.0,-94.0,-200.0,-83.0,21,6
-200.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-87.0,-200.0,-200.0,-200.0,4,4
-200.0,-200.0,-71.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-200.0,-200.0,-71.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,3,2
-85.0,-200.0,-200.0,-77.0,-200.0,-200.0,-81.0,-59.0,-92.0,-200.0,-200.0,-92.0,-200.0,-200.0,9,9
-200.0,-200.0,-74.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-90.0,-93.0,-200.0,-200.0,-200.0,3,3
-200.0,-200.0,-56.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-97.0,-200.0,-200.0,-200.0,-200.0,3,3
-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-72.0,-92.0,-200.0,-200.0,-200.0,1,1
-200.0,-200.0,-200.0,-70.0,-200.0,-200.0,-86.0,-72.0,-200.0,-200.0,-200.0,-76.0,-200.0,-200.0,8,8
-88.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-70.0,-85.0,-200.0,-200.0,-200.0,1,1
-95.0,-200.0,-200.0,-200.0,-200.0,-92.0,-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-96.0,-200.0,18,18
-200.0,-200.0,-200.0,-200.0,-200.0,-75.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-95.0,-200.0,14,14
-200.0,-200.0,-72.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-91.0,-200.0,-200.0,-82.0,-200.0,-200.0,-92.0,-64.0,-93.0,-200.0,-200.0,-88.0,-200.0,-200.0,9,9
-200.0,-200.0,-200.0,-200.0,-200.0,-94.0,-82.0,-89.0,-200.0,-200.0,-200.0,-76.0,-200.0,-200.0,11,11
-200.0,-200.0,-200.0,-200.0,-200.0,-77.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,14,14
-75.0,-200.0,-200.0,-81.0,-200.0,-200.0,-200.0,-62.0,-91.0,-200.0,-200.0,-89.0,-200.0,-200.0,9,9
-200.0,-200.0,-200.0,-86.0,-200.0,-200.0,-89.0,-92.0,-200.0,-200.0,-200.0,-63.0,-200.0,-200.0,22,22
-200.0,-200.0,-200.0,-200.0,-90.0,-57.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,21,21
-83.0,-200.0,-85.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-85.0,-85.0,-200.0,-200.0,-200.0,15,15
-200.0,-200.0,-200.0,-200.0,-200.0,-91.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-90.0,-85.0,19,19
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,21
-90.0,-200.0,-200.0,-82.0,-200.0,-200.0,-88.0,-61.0,-200.0,-200.0,-200.0,-91.0,-200.0,-200.0,9,9
-87.0,-200.0,-88.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-84.0,-87.0,-200.0,-200.0,-200.0,15,15
-85.0,-76.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-200.0,-200.0,-200.0,-200.0,-200.0,-71.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-81.0,-200.0,21,21
-71.0,-200.0,-200.0,-94.0,-94.0,-84.0,-200.0,-79.0,-89.0,-200.0,-200.0,-83.0,-200.0,-200.0,10,10
-200.0,-200.0,-79.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-200.0,-200.0,-200.0,-200.0,-200.0,-70.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-85.0,21,6
-200.0,-200.0,-91.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-85.0,-89.0,-200.0,-200.0,-200.0,4,4
-82.0,-200.0,-200.0,-98.0,-87.0,-84.0,-95.0,-67.0,-84.0,-200.0,-200.0,-84.0,-92.0,-91.0,16,16
-82.0,-87.0,-94.0,-200.0,-200.0,-93.0,-200.0,-200.0,-200.0,-93.0,-200.0,-89.0,-200.0,-85.0,7,7
-200.0,-200.0,-200.0,-65.0,-200.0,-200.0,-78.0,-84.0,-200.0,-200.0,-200.0,-78.0,-200.0,-200.0,8,8
-81.0,-200.0,-200.0,-88.0,-84.0,-74.0,-94.0,-73.0,-87.0,-200.0,-200.0,-82.0,-200.0,-92.0,10,16
-80.0,-200.0,-200.0,-200.0,-200.0,-200.0,-95.0,-79.0,-82.0,-200.0,-200.0,-70.0,-200.0,-200.0,23,23
-92.0,-200.0,-84.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-85.0,-92.0,-200.0,-200.0,-200.0,4,4
-84.0,-200.0,-200.0,-89.0,-200.0,-200.0,-94.0,-76.0,-81.0,-200.0,-200.0,-73.0,-200.0,-200.0,23,23
-86.0,-200.0,-84.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-77.0,-200.0,-200.0,-200.0,-200.0,1,1
-200.0,-80.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-90.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,7,7
-89.0,-200.0,-200.0,-85.0,-200.0,-200.0,-91.0,-82.0,-77.0,-200.0,-200.0,-73.0,-200.0,-200.0,23,23
-85.0,-200.0,-200.0,-89.0,-87.0,-81.0,-90.0,-71.0,-81.0,-200.0,-200.0,-84.0,-93.0,-89.0,16,16
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,7,21
-200.0,-200.0,-75.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,3,2
-200.0,-200.0,-200.0,-200.0,-200.0,-75.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,21,21
-76.0,-200.0,-200.0,-87.0,-200.0,-200.0,-94.0,-70.0,-80.0,-200.0,-200.0,-69.0,-200.0,-200.0,23,23
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-82.0,-200.0,-82.0,18,18
-200.0,-200.0,-78.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-90.0,-200.0,19,21
-200.0,-80.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-91.0,-200.0,-200.0,-200.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-94.0,-91.0,19,19
-200.0,-200.0,-77.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-87.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-72.0,-89.0,-200.0,-200.0,-200.0,1,1
-80.0,-200.0,-200.0,-84.0,-200.0,-200.0,-79.0,-71.0,-90.0,-200.0,-200.0,-85.0,-200.0,-200.0,9,9
-200.0,-200.0,-75.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,3,2
-91.0,-200.0,-82.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-80.0,-91.0,-200.0,-200.0,-200.0,13,15
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-75.0,19,19
-90.0,-200.0,-84.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-200.0,-200.0,-200.0,-200.0,4,4
-91.0,-200.0,-83.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-77.0,-89.0,-200.0,-200.0,-200.0,1,1
-84.0,-200.0,-77.0,-200.0,-200.0,-200.0,-200.0,-92.0,-200.0,-73.0,-78.0,-200.0,-200.0,-200.0,13,13
-84.0,-200.0,-200.0,-91.0,-91.0,-84.0,-91.0,-66.0,-81.0,-200.0,-200.0,-85.0,-95.0,-90.0,16,16
-200.0,-200.0,-200.0,-200.0,-200.0,-71.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-73.0,6,6
-74.0,-200.0,-200.0,-200.0,-88.0,-78.0,-200.0,-83.0,-91.0,-200.0,-200.0,-86.0,-200.0,-92.0,10,10
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,21,21
-200.0,-200.0,-200.0,-200.0,-200.0,-65.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-200.0,-200.0,6,6
-64.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,5,5
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-87.0,18,19
-200.0,-200.0,-200.0,-85.0,-200.0,-200.0,-92.0,-60.0,-200.0,-200.0,-200.0,-89.0,-200.0,-200.0,9,9
-200.0,-200.0,-200.0,-200.0,-200.0,-82.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-79.0,-200.0,18,18
-200.0,-86.0,-91.0,-200.0,-200.0,-97.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-200.0,-86.0,7,7
-83.0,-200.0,-200.0,-89.0,-200.0,-200.0,-86.0,-68.0,-86.0,-200.0,-200.0,-82.0,-200.0,-200.0,9,9
-200.0,-200.0,-80.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-91.0,-200.0,-85.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-89.0,-200.0,-200.0,-200.0,15,4
-89.0,-200.0,-200.0,-93.0,-200.0,-93.0,-92.0,-77.0,-80.0,-200.0,-200.0,-70.0,-200.0,-200.0,23,23
-83.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-94.0,-200.0,-200.0,-200.0,-200.0,17,17
-85.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-78.0,-200.0,-200.0,-200.0,-200.0,1,1
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-79.0,-87.0,-92.0,18,18
-83.0,-200.0,-200.0,-200.0,-90.0,-80.0,-200.0,-73.0,-90.0,-200.0,-200.0,-83.0,-200.0,-200.0,10,10
-200.0,-200.0,-200.0,-200.0,-200.0,-80.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,14,14
-200.0,-200.0,-73.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-79.0,19,19
-88.0,-200.0,-200.0,-200.0,-200.0,-83.0,-200.0,-200.0,-92.0,-200.0,-200.0,-76.0,-92.0,-200.0,18,18
-200.0,-200.0,-72.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,21,21
-200.0,-200.0,-200.0,-200.0,-200.0,-69.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,21,6
-67.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,5,5
-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-73.0,19,19
-200.0,-200.0,-200.0,-200.0,-200.0,-71.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-82.0,-81.0,6,6
-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-80.0,19,19
-76.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,7,5
-200.0,-200.0,-200.0,-200.0,-200.0,-84.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,14,14
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-92.0,-200.0,-200.0,-200.0,-77.0,-200.0,-200.0,11,11
-87.0,-200.0,-200.0,-91.0,-90.0,-76.0,-89.0,-76.0,-86.0,-200.0,-200.0,-81.0,-92.0,-92.0,16,16
-200.0,-200.0,-200.0,-200.0,-200.0,-70.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,21,21
-200.0,-200.0,-200.0,-84.0,-200.0,-200.0,-82.0,-89.0,-95.0,-200.0,-200.0,-67.0,-200.0,-200.0,22,22
-83.0,-200.0,-200.0,-91.0,-200.0,-200.0,-94.0,-86.0,-79.0,-200.0,-200.0,-69.0,-200.0,-200.0,23,23
-200.0,-200.0,-200.0,-200.0,-200.0,-85.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-84.0,19,19
-83.0,-200.0,-200.0,-93.0,-89.0,-75.0,-95.0,-75.0,-85.0,-200.0,-200.0,-90.0,-93.0,-89.0,16,16
-76.0,-200.0,-200.0,-86.0,-200.0,-95.0,-87.0,-65.0,-90.0,-200.0,-200.0,-90.0,-200.0,-200.0,9,9
-200.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-95.0,-94.0,-200.0,-200.0,-200.0,4,4
-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-80.0,19,19
-200.0,-200.0,-75.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-85.0,-200.0,-200.0,-200.0,-200.0,-72.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,6,6
-77.0,-200.0,-200.0,-200.0,-93.0,-73.0,-93.0,-85.0,-84.0,-200.0,-200.0,-91.0,-200.0,-90.0,16,16
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-78.0,-200.0,-200.0,18,18
-88.0,-200.0,-84.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-74.0,-91.0,-200.0,-200.0,-200.0,1,1
-91.0,-200.0,-200.0,-91.0,-200.0,-200.0,-83.0,-70.0,-92.0,-200.0,-200.0,-87.0,-200.0,-200.0,9,9
-87.0,-200.0,-200.0,-200.0,-85.0,-83.0,-88.0,-80.0,-92.0,-200.0,-200.0,-90.0,-200.0,-200.0,10,10
-200.0,-200.0,-54.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,3,3
-73.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,5,5
-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-89.0,19,19
-200.0,-200.0,-200.0,-70.0,-200.0,-200.0,-79.0,-88.0,-200.0,-200.0,-200.0,-76.0,-200.0,-200.0,8,8
-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-81.0,-200.0,-81.0,18,18
-200.0,-200.0,-200.0,-200.0,-200.0,-56.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-200.0,6,21
