f0:ec:af:cf:6c:e1,c2:b6:6e:70:fa:f7,d9:5f:f5:4f:10:89,c4:52:32:5c:31:e7,e9:3c:4a:34:13:fb,ed:61:e4:e8:22:30,ea:01:26:75:a4:c3,d0:4e:10:2e:cb:84,e4:e0:0a:ae:fd:e2,fa:35:76:56:6f:e3,d5:b7:dc:69:ca:ae,ca:81:7a:d7:55:49,e7:2b:ea:2f:95:c5,d4:32:fc:b5:f0:b5,True_ID,Predicted_ID
-76.0,-200.0,-200.0,-92.0,-84.0,-75.0,-90.0,-71.0,-83.0,-200.0,-200.0,-91.0,-92.0,-91.0,16,16
-84.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,5,7
-79.0,-200.0,-200.0,-200.0,-200.0,-91.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,5,5
-93.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-200.0,-200.0,-200.0,-200.0,-74.0,-200.0,-200.0,11,11
-88.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-89.0,-89.0,-200.0,-200.0,-200.0,15,15
-85.0,-200.0,-200.0,-200.0,-200.0,-55.0,-200.0,-200.0,-200.0,-200.0,-200.0,-93.0,-200.0,-200.0,6,6
-200.0,-200.0,-200.0,-86.0,-200.0,-200.0,-79.0,-91.0,-88.0,-200.0,-200.0,-64.0,-200.0,-200.0,22,22
-85.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,7
-200.0,-200.0,-84.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-80.0,-200.0,-200.0,-86.0,-200.0,-200.0,-91.0,-78.0,-80.0,-200.0,-200.0,-68.0,-200.0,-200.0,23,23
-200.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-87.0,-200.0,-200.0,-200.0,4,4
-200.0,-200.0,-200.0,-200.0,-200.0,-78.0,-200.0,-200.0,-200.0,-200.0,-200.0,-90.0,-200.0,-200.0,6,18
-200.0,-200.0,-78.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-200.0,-200.0,-200.0,-200.0,-200.0,-77.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-79.0,-84.0,18,18
-200.0,-200.0,-74.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-78.0,-200.0,-200.0,-87.0,-85.0,-74.0,-93.0,-69.0,-85.0,-200.0,-200.0,-89.0,-92.0,-91.0,16,16
-200.0,-200.0,-76.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-83.0,-200.0,-200.0,-90.0,-200.0,-200.0,-200.0,-73.0,-78.0,-200.0,-200.0,-75.0,-200.0,-200.0,23,23
-200.0,-82.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-200.0,-200.0,-200.0,-84.0,-200.0,-200.0,-94.0,-88.0,-92.0,-200.0,-200.0,-66.0,-200.0,-200.0,22,22
-200.0,-200.0,-200.0,-200.0,-200.0,-80.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,21,14
-200.0,-200.0,-200.0,-200.0,-200.0,-74.0,-200.0,-90.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,21,21
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,21,21
-73.0,-200.0,-200.0,-93.0,-88.0,-81.0,-200.0,-74.0,-200.0,-200.0,-200.0,-83.0,-200.0,-200.0,10,10
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,7,21
-200.0,-200.0,-73.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,3,2
-200.0,-200.0,-200.0,-200.0,-200.0,-92.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-80.0,19,19
-200.0,-200.0,-69.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-78.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,5,5
-86.0,-200.0,-200.0,-90.0,-200.0,-200.0,-89.0,-60.0,-91.0,-200.0,-200.0,-93.0,-200.0,-200.0,9,9
-200.0,-200.0,-200.0,-69.0,-200.0,-200.0,-69.0,-84.0,-200.0,-200.0,-200.0,-80.0,-200.0,-200.0,8,8
-88.0,-200.0,-200.0,-200.0,-200.0,-56.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,6,6
-200.0,-200.0,-88.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-95.0,-93.0,-200.0,-200.0,-200.0,4,4
-87.0,-200.0,-85.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-80.0,-88.0,-200.0,-200.0,-200.0,1,1
-98.0,-200.0,-90.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-90.0,-90.0,-200.0,-200.0,-200.0,4,4
-90.0,-200.0,-79.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-85.0,-86.0,-200.0,-200.0,-200.0,15,15
-93.0,-200.0,-72.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,3,3
-200.0,-79.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,7,7
-79.0,-200.0,-200.0,-200.0,-200.0,-92.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,5,5
-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-90.0,19,19
-82.0,-200.0,-200.0,-85.0,-200.0,-200.0,-93.0,-73.0,-79.0,-200.0,-200.0,-70.0,-200.0,-200.0,23,23
-95.0,-200.0,-200.0,-91.0,-200.0,-200.0,-89.0,-94.0,-200.0,-200.0,-200.0,-74.0,-200.0,-200.0,22,11
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,21
-200.0,-200.0,-72.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,3,2
-200.0,-82.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-200.0,-200.0,-200.0,-200.0,-200.0,-76.0,-200.0,-200.0,-200.0,-200.0,-200.0,-81.0,-200.0,-81.0,18,18
-92.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-84.0,-91.0,-200.0,-200.0,-200.0,4,4
-200.0,-200.0,-76.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-84.0,-200.0,-82.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-82.0,-200.0,-200.0,-200.0,13,15
-80.0,-200.0,-72.0,-200.0,-200.0,-200.0,-200.0,-95.0,-200.0,-81.0,-83.0,-200.0,-200.0,-200.0,13,13
-84.0,-200.0,-75.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-73.0,-76.0,-200.0,-200.0,-200.0,13,13
-200.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,3,2
-74.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,7,7
-82.0,-200.0,-84.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-71.0,-200.0,-200.0,-200.0,-200.0,1,1
-88.0,-200.0,-200.0,-84.0,-200.0,-200.0,-91.0,-59.0,-84.0,-200.0,-200.0,-85.0,-200.0,-200.0,9,9
-200.0,-200.0,-77.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-83.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,5,5
-200.0,-200.0,-200.0,-200.0,-200.0,-81.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-73.0,19,19
-82.0,-200.0,-200.0,-88.0,-200.0,-200.0,-91.0,-83.0,-82.0,-200.0,-200.0,-73.0,-200.0,-200.0,23,23
-90.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-87.0,-200.0,-200.0,-200.0,15,15
-200.0,-200.0,-80.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-200.0,-200.0,-200.0,-200.0,-200.0,-80.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-85.0,-200.0,18,18
-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,19,19
-84.0,-200.0,-200.0,-81.0,-200.0,-200.0,-85.0,-71.0,-94.0,-200.0,-200.0,-86.0,-200.0,-200.0,9,9
-200.0,-80.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-83.0,-83.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-200.0,-200.0,-77.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-200.0,-200.0,-89.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-89.0,-200.0,-200.0,-200.0,-200.0,4,4
-200.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-84.0,-200.0,-200.0,-200.0,-200.0,4,4
-90.0,-200.0,-200.0,-77.0,-200.0,-200.0,-88.0,-59.0,-200.0,-200.0,-200.0,-92.0,-200.0,-200.0,9,9
-200.0,-200.0,-76.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-200.0,-75.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-70.0,-200.0,-200.0,-200.0,-200.0,-88.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,5,5
-84.0,-200.0,-200.0,-83.0,-200.0,-200.0,-88.0,-69.0,-92.0,-200.0,-200.0,-87.0,-200.0,-200.0,9,9
-200.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-94.0,-200.0,-200.0,-200.0,-200.0,4,4
-66.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-96.0,-200.0,-200.0,-200.0,-200.0,17,17
-200.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-92.0,-200.0,-200.0,-200.0,4,4
-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-80.0,19,19
-87.0,-200.0,-200.0,-84.0,-200.0,-200.0,-96.0,-73.0,-87.0,-200.0,-200.0,-82.0,-200.0,-200.0,9,9
-87.0,-200.0,-91.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-75.0,-90.0,-200.0,-200.0,-200.0,1,1
-200.0,-77.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-200.0,-200.0,-200.0,-200.0,-200.0,-75.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-93.0,-200.0,14,14
-92.0,-200.0,-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-77.0,-200.0,-200.0,-200.0,-200.0,1,1
-71.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-91.0,-200.0,-89.0,-200.0,-200.0,-200.0,-200.0,17,17
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,21
-200.0,-200.0,-85.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-91.0,-89.0,-200.0,-200.0,-200.0,4,4
-200.0,-200.0,-65.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,3
-200.0,-200.0,-76.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-74.0,-200.0,-200.0,-200.0,-95.0,-81.0,-92.0,-77.0,-94.0,-200.0,-200.0,-89.0,-200.0,-90.0,10,10
-200.0,-200.0,-200.0,-200.0,-200.0,-53.0,-200.0,-93.0,-200.0,-200.0,-200.0,-200.0,-89.0,-76.0,6,6
-92.0,-200.0,-200.0,-86.0,-200.0,-200.0,-93.0,-95.0,-93.0,-200.0,-200.0,-72.0,-200.0,-200.0,22,22
-80.0,-200.0,-200.0,-91.0,-200.0,-90.0,-88.0,-96.0,-83.0,-200.0,-200.0,-89.0,-200.0,-200.0,9,9
-200.0,-200.0,-90.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,2,2
-91.0,-200.0,-89.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-85.0,-200.0,-200.0,-200.0,4,15
-200.0,-82.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-76.0,-200.0,-200.0,-93.0,-200.0,-90.0,-93.0,-76.0,-76.0,-200.0,-200.0,-70.0,-200.0,-200.0,23,23
-200.0,-200.0,-84.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-85.0,-88.0,-200.0,-200.0,-200.0,4,4
-84.0,-200.0,-77.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-72.0,-92.0,-200.0,-200.0,-200.0,13,13
-200.0,-81.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-200.0,-200.0,-200.0,-200.0,-200.0,-73.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-200.0,-200.0,6,6
-200.0,-200.0,-200.0,-81.0,-200.0,-200.0,-70.0,-79.0,-200.0,-200.0,-200.0,-76.0,-200.0,-200.0,8,8
-200.0,-200.0,-200.0,-84.0,-200.0,-200.0,-77.0,-82.0,-200.0,-200.0,-200.0,-63.0,-200.0,-200.0,22,8
-200.0,-200.0,-200.0,-200.0,-200.0,-65.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-80.0,6,6
-200.0,-200.0,-68.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-200.0,-200.0,-200.0,3,3
-90.0,-200.0,-200.0,-200.0,-200.0,-91.0,-84.0,-88.0,-91.0,-200.0,-200.0,-75.0,-200.0,-200.0,11,11
-200.0,-200.0,-53.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-94.0,-93.0,-200.0,-200.0,-200.0,3,3
-86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-72.0,-200.0,-200.0,-200.0,-200.0,1,1
-200.0,-200.0,-200.0,-200.0,-200.0,-57.0,-200.0,-200.0,-200.0,-200.0,-200.0,-89.0,-200.0,-77.0,6,6
-200.0,-200.0,-200.0,-200.0,-200.0,-66.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-78.0,21,6
-84.0,-200.0,-200.0,-89.0,-200.0,-95.0,-200.0,-70.0,-80.0,-200.0,-200.0,-74.0,-200.0,-200.0,23,23
-92.0,-200.0,-200.0,-200.0,-200.0,-67.0,-200.0,-91.0,-200.0,-200.0,-200.0,-200.0,-85.0,-200.0,6,6
-84.0,-200.0,-200.0,-86.0,-200.0,-200.0,-200.0,-74.0,-79.0,-200.0,-200.0,-74.0,-200.0,-200.0,23,23
-89.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,7,7
-83.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,5,5
-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-200.0,-200.0,-200.0,-200.0,-200.0,-75.0,-79.0,-200.0,18,18
-200.0,-200.0,-200.0,-200.0,-200.0,-75.0,-200.0,-200.0,-200.0,-200.0,-200.0,-85.0,-200.0,-200.0,21,18
-200.0,-200.0,-200.0,-200.0,-200.0,-79.0,-200.0,-200.0,-200.0,-200.0,-200.0,-75.0,-81.0,-200.0,18,18
-77.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-90.0,-200.0,-93.0,-200.0,-200.0,-200.0,-200.0,17,17
-200.0,-200.0,-76.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,3,2
-75.0,-200.0,-200.0,-200.0,-83.0,-79.0,-96.0,-80.0,-200.0,-200.0,-200.0,-88.0,-200.0,-200.0,10,10
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-77.0,-200.0,-200.0,22,18
-200.0,-200.0,-83.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-91.0,-200.0,-200.0,-200.0,4,4
-80.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,5,5
-200.0,-200.0,-200.0,-200.0,-91.0,-70.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-200.0,21,21
-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-82.0,19,19
-200.0,-200.0,-200.0,-200.0,-90.0,-63.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-87.0,-200.0,21,6
-86.0,-200.0,-200.0,-200.0,-200.0,-62.0,-200.0,-91.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,21,6
-83.0,-200.0,-200.0,-200.0,-86.0,-80.0,-200.0,-88.0,-91.0,-200.0,-200.0,-87.0,-200.0,-200.0,10,10
-200.0,-200.0,-200.0,-200.0,-200.0,-78.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,14,14
-77.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-83.0,-200.0,-89.0,-200.0,-200.0,-200.0,-200.0,17,17
-200.0,-82.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-84.0,-77.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
-75.0,-200.0,-200.0,-90.0,-200.0,-94.0,-89.0,-76.0,-78.0,-200.0,-200.0,-68.0,-200.0,-200.0,23,23
-91.0,-200.0,-200.0,-200.0,-200.0,-59.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,6,6
-200.0,-200.0,-200.0,-200.0,-200.0,-79.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-73.0,-81.0,18,18
-73.0,-200.0,-200.0,-200.0,-93.0,-82.0,-90.0,-73.0,-88.0,-200.0,-200.0,-82.0,-200.0,-200.0,10,10
-82.0,-200.0,-200.0,-86.0,-200.0,-90.0,-92.0,-73.0,-84.0,-200.0,-200.0,-72.0,-200.0,-200.0,23,23
-87.0,-200.0,-200.0,-200.0,-200.0,-51.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-90.0,6,6
-79.0,-200.0,-200.0,-94.0,-200.0,-200.0,-200.0,-78.0,-80.0,-200.0,-200.0,-70.0,-200.0,-200.0,23,23
-200.0,-80.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,20,20
